assignment_id,case_id,artifact_id,study_family,case_type,review_phase,reviewer_slot,reviewer_id,assignment_status,peer_response_visibility,released_data_boundary
ext-art-139-neg::b,ext-art-139-neg,ext-art-139,mcp_and_tool_recipes,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-139-pos::a,ext-art-139-pos,ext-art-139,mcp_and_tool_recipes,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-139-pos::b,ext-art-139-pos,ext-art-139,mcp_and_tool_recipes,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-139-risk::a,ext-art-139-risk,ext-art-139,mcp_and_tool_recipes,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-139-risk::b,ext-art-139-risk,ext-art-139,mcp_and_tool_recipes,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-170-bnd::a,ext-art-170-bnd,ext-art-170,agent_workflow_templates,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-170-bnd::b,ext-art-170-bnd,ext-art-170,agent_workflow_templates,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-170-neg::a,ext-art-170-neg,ext-art-170,agent_workflow_templates,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-170-neg::b,ext-art-170-neg,ext-art-170,agent_workflow_templates,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-170-pos::a,ext-art-170-pos,ext-art-170,agent_workflow_templates,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-170-pos::b,ext-art-170-pos,ext-art-170,agent_workflow_templates,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-170-risk::a,ext-art-170-risk,ext-art-170,agent_workflow_templates,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-170-risk::b,ext-art-170-risk,ext-art-170,agent_workflow_templates,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-172-bnd::a,ext-art-172-bnd,ext-art-172,agent_workflow_templates,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-172-bnd::b,ext-art-172-bnd,ext-art-172,agent_workflow_templates,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-172-neg::a,ext-art-172-neg,ext-art-172,agent_workflow_templates,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-172-neg::b,ext-art-172-neg,ext-art-172,agent_workflow_templates,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-172-pos::a,ext-art-172-pos,ext-art-172,agent_workflow_templates,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-172-pos::b,ext-art-172-pos,ext-art-172,agent_workflow_templates,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-172-risk::a,ext-art-172-risk,ext-art-172,agent_workflow_templates,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-172-risk::b,ext-art-172-risk,ext-art-172,agent_workflow_templates,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-184-bnd::a,ext-art-184-bnd,ext-art-184,agent_workflow_templates,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-184-bnd::b,ext-art-184-bnd,ext-art-184,agent_workflow_templates,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-184-neg::a,ext-art-184-neg,ext-art-184,agent_workflow_templates,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-184-neg::b,ext-art-184-neg,ext-art-184,agent_workflow_templates,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-184-pos::a,ext-art-184-pos,ext-art-184,agent_workflow_templates,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-184-pos::b,ext-art-184-pos,ext-art-184,agent_workflow_templates,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-184-risk::a,ext-art-184-risk,ext-art-184,agent_workflow_templates,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-184-risk::b,ext-art-184-risk,ext-art-184,agent_workflow_templates,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-187-bnd::a,ext-art-187-bnd,ext-art-187,agent_workflow_templates,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-187-bnd::b,ext-art-187-bnd,ext-art-187,agent_workflow_templates,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-187-neg::a,ext-art-187-neg,ext-art-187,agent_workflow_templates,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-187-neg::b,ext-art-187-neg,ext-art-187,agent_workflow_templates,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-187-pos::a,ext-art-187-pos,ext-art-187,agent_workflow_templates,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-187-pos::b,ext-art-187-pos,ext-art-187,agent_workflow_templates,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-187-risk::a,ext-art-187-risk,ext-art-187,agent_workflow_templates,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-187-risk::b,ext-art-187-risk,ext-art-187,agent_workflow_templates,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-225-bnd::a,ext-art-225-bnd,ext-art-225,prompt_and_function_recipes,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-225-bnd::b,ext-art-225-bnd,ext-art-225,prompt_and_function_recipes,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-225-neg::a,ext-art-225-neg,ext-art-225,prompt_and_function_recipes,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-225-neg::b,ext-art-225-neg,ext-art-225,prompt_and_function_recipes,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-225-pos::a,ext-art-225-pos,ext-art-225,prompt_and_function_recipes,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-225-pos::b,ext-art-225-pos,ext-art-225,prompt_and_function_recipes,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-225-risk::a,ext-art-225-risk,ext-art-225,prompt_and_function_recipes,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-225-risk::b,ext-art-225-risk,ext-art-225,prompt_and_function_recipes,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-228-bnd::a,ext-art-228-bnd,ext-art-228,prompt_and_function_recipes,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-228-bnd::b,ext-art-228-bnd,ext-art-228,prompt_and_function_recipes,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-228-neg::a,ext-art-228-neg,ext-art-228,prompt_and_function_recipes,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-228-neg::b,ext-art-228-neg,ext-art-228,prompt_and_function_recipes,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-228-pos::a,ext-art-228-pos,ext-art-228,prompt_and_function_recipes,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-228-pos::b,ext-art-228-pos,ext-art-228,prompt_and_function_recipes,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-228-risk::a,ext-art-228-risk,ext-art-228,prompt_and_function_recipes,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-228-risk::b,ext-art-228-risk,ext-art-228,prompt_and_function_recipes,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-232-bnd::a,ext-art-232-bnd,ext-art-232,prompt_and_function_recipes,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-232-bnd::b,ext-art-232-bnd,ext-art-232,prompt_and_function_recipes,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-232-neg::a,ext-art-232-neg,ext-art-232,prompt_and_function_recipes,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-232-neg::b,ext-art-232-neg,ext-art-232,prompt_and_function_recipes,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-232-pos::a,ext-art-232-pos,ext-art-232,prompt_and_function_recipes,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-232-pos::b,ext-art-232-pos,ext-art-232,prompt_and_function_recipes,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-232-risk::a,ext-art-232-risk,ext-art-232,prompt_and_function_recipes,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-232-risk::b,ext-art-232-risk,ext-art-232,prompt_and_function_recipes,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-234-bnd::a,ext-art-234-bnd,ext-art-234,prompt_and_function_recipes,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-234-bnd::b,ext-art-234-bnd,ext-art-234,prompt_and_function_recipes,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-234-neg::a,ext-art-234-neg,ext-art-234,prompt_and_function_recipes,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-234-neg::b,ext-art-234-neg,ext-art-234,prompt_and_function_recipes,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-234-pos::a,ext-art-234-pos,ext-art-234,prompt_and_function_recipes,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-234-pos::b,ext-art-234-pos,ext-art-234,prompt_and_function_recipes,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-234-risk::a,ext-art-234-risk,ext-art-234,prompt_and_function_recipes,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-234-risk::b,ext-art-234-risk,ext-art-234,prompt_and_function_recipes,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
