condition_case_id,case_id,artifact_id,study_family,source_id,source_owner,ecosystem,artifact_family_group,case_type,condition,expected_behavior,risk_label,pilot_status
ext-art-138-risk::skillops_normalized,ext-art-138-risk,ext-art-138,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-138-risk::skillops_ablation,ext-art-138-risk,ext-art-138,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-139-pos::original_freeform,ext-art-139-pos,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-139-pos::skillops_normalized,ext-art-139-pos,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-139-pos::skillops_ablation,ext-art-139-pos,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-139-neg::original_freeform,ext-art-139-neg,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-139-neg::skillops_normalized,ext-art-139-neg,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-139-neg::skillops_ablation,ext-art-139-neg,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-139-bnd::original_freeform,ext-art-139-bnd,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-139-bnd::skillops_normalized,ext-art-139-bnd,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-139-bnd::skillops_ablation,ext-art-139-bnd,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-139-risk::original_freeform,ext-art-139-risk,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-139-risk::skillops_normalized,ext-art-139-risk,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-139-risk::skillops_ablation,ext-art-139-risk,ext-art-139,mcp_and_tool_recipes,github-mcp-server,github,github,mcp_and_tool_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-154-pos::original_freeform,ext-art-154-pos,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-154-pos::skillops_normalized,ext-art-154-pos,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-154-pos::skillops_ablation,ext-art-154-pos,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-154-neg::original_freeform,ext-art-154-neg,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-154-neg::skillops_normalized,ext-art-154-neg,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-154-neg::skillops_ablation,ext-art-154-neg,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-154-bnd::original_freeform,ext-art-154-bnd,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-154-bnd::skillops_normalized,ext-art-154-bnd,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-154-bnd::skillops_ablation,ext-art-154-bnd,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-154-risk::original_freeform,ext-art-154-risk,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-154-risk::skillops_normalized,ext-art-154-risk,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-154-risk::skillops_ablation,ext-art-154-risk,ext-art-154,agent_workflow_templates,openai-agents-python,openai,openai,agent_workflow_templates,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-155-pos::original_freeform,ext-art-155-pos,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-155-pos::skillops_normalized,ext-art-155-pos,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-155-pos::skillops_ablation,ext-art-155-pos,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-155-neg::original_freeform,ext-art-155-neg,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-155-neg::skillops_normalized,ext-art-155-neg,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-155-neg::skillops_ablation,ext-art-155-neg,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-155-bnd::original_freeform,ext-art-155-bnd,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-155-bnd::skillops_normalized,ext-art-155-bnd,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-155-bnd::skillops_ablation,ext-art-155-bnd,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-155-risk::original_freeform,ext-art-155-risk,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-155-risk::skillops_normalized,ext-art-155-risk,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-155-risk::skillops_ablation,ext-art-155-risk,ext-art-155,agent_workflow_templates,openai-agents-js,openai,openai,agent_workflow_templates,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-170-pos::original_freeform,ext-art-170-pos,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-170-pos::skillops_normalized,ext-art-170-pos,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-170-pos::skillops_ablation,ext-art-170-pos,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-170-neg::original_freeform,ext-art-170-neg,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-170-neg::skillops_normalized,ext-art-170-neg,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-170-neg::skillops_ablation,ext-art-170-neg,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-170-bnd::original_freeform,ext-art-170-bnd,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-170-bnd::skillops_normalized,ext-art-170-bnd,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-170-bnd::skillops_ablation,ext-art-170-bnd,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-170-risk::original_freeform,ext-art-170-risk,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-170-risk::skillops_normalized,ext-art-170-risk,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-170-risk::skillops_ablation,ext-art-170-risk,ext-art-170,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-172-pos::original_freeform,ext-art-172-pos,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-172-pos::skillops_normalized,ext-art-172-pos,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-172-pos::skillops_ablation,ext-art-172-pos,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-172-neg::original_freeform,ext-art-172-neg,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-172-neg::skillops_normalized,ext-art-172-neg,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-172-neg::skillops_ablation,ext-art-172-neg,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-172-bnd::original_freeform,ext-art-172-bnd,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-172-bnd::skillops_normalized,ext-art-172-bnd,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-172-bnd::skillops_ablation,ext-art-172-bnd,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-172-risk::original_freeform,ext-art-172-risk,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-172-risk::skillops_normalized,ext-art-172-risk,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-172-risk::skillops_ablation,ext-art-172-risk,ext-art-172,agent_workflow_templates,autogen-examples,microsoft,microsoft,agent_workflow_templates,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-187-pos::original_freeform,ext-art-187-pos,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-187-pos::skillops_normalized,ext-art-187-pos,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-187-pos::skillops_ablation,ext-art-187-pos,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-187-neg::original_freeform,ext-art-187-neg,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-187-neg::skillops_normalized,ext-art-187-neg,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-187-neg::skillops_ablation,ext-art-187-neg,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-187-bnd::original_freeform,ext-art-187-bnd,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-187-bnd::skillops_normalized,ext-art-187-bnd,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-187-bnd::skillops_ablation,ext-art-187-bnd,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-187-risk::original_freeform,ext-art-187-risk,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-187-risk::skillops_normalized,ext-art-187-risk,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-187-risk::skillops_ablation,ext-art-187-risk,ext-art-187,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-190-pos::original_freeform,ext-art-190-pos,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-190-pos::skillops_normalized,ext-art-190-pos,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-190-pos::skillops_ablation,ext-art-190-pos,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-190-neg::original_freeform,ext-art-190-neg,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-190-neg::skillops_normalized,ext-art-190-neg,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-190-neg::skillops_ablation,ext-art-190-neg,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-190-bnd::original_freeform,ext-art-190-bnd,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-190-bnd::skillops_normalized,ext-art-190-bnd,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-190-bnd::skillops_ablation,ext-art-190-bnd,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-190-risk::original_freeform,ext-art-190-risk,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-190-risk::skillops_normalized,ext-art-190-risk,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-190-risk::skillops_ablation,ext-art-190-risk,ext-art-190,agent_workflow_templates,langgraph-template,langchain-ai,langchain,agent_workflow_templates,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-203-pos::original_freeform,ext-art-203-pos,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-203-pos::skillops_normalized,ext-art-203-pos,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-203-pos::skillops_ablation,ext-art-203-pos,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-203-neg::original_freeform,ext-art-203-neg,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-203-neg::skillops_normalized,ext-art-203-neg,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-203-neg::skillops_ablation,ext-art-203-neg,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-203-bnd::original_freeform,ext-art-203-bnd,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-203-bnd::skillops_normalized,ext-art-203-bnd,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-203-bnd::skillops_ablation,ext-art-203-bnd,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-203-risk::original_freeform,ext-art-203-risk,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-203-risk::skillops_normalized,ext-art-203-risk,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-203-risk::skillops_ablation,ext-art-203-risk,ext-art-203,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-215-pos::original_freeform,ext-art-215-pos,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-215-pos::skillops_normalized,ext-art-215-pos,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-215-pos::skillops_ablation,ext-art-215-pos,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-215-neg::original_freeform,ext-art-215-neg,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-215-neg::skillops_normalized,ext-art-215-neg,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-215-neg::skillops_ablation,ext-art-215-neg,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-215-bnd::original_freeform,ext-art-215-bnd,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-215-bnd::skillops_normalized,ext-art-215-bnd,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-215-bnd::skillops_ablation,ext-art-215-bnd,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-215-risk::original_freeform,ext-art-215-risk,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-215-risk::skillops_normalized,ext-art-215-risk,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-215-risk::skillops_ablation,ext-art-215-risk,ext-art-215,prompt_and_function_recipes,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-218-pos::original_freeform,ext-art-218-pos,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-218-pos::skillops_normalized,ext-art-218-pos,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-218-pos::skillops_ablation,ext-art-218-pos,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-218-neg::original_freeform,ext-art-218-neg,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-218-neg::skillops_normalized,ext-art-218-neg,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-218-neg::skillops_ablation,ext-art-218-neg,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-218-bnd::original_freeform,ext-art-218-bnd,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-218-bnd::skillops_normalized,ext-art-218-bnd,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-218-bnd::skillops_ablation,ext-art-218-bnd,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-218-risk::original_freeform,ext-art-218-risk,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-218-risk::skillops_normalized,ext-art-218-risk,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-218-risk::skillops_ablation,ext-art-218-risk,ext-art-218,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-224-pos::original_freeform,ext-art-224-pos,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-224-pos::skillops_normalized,ext-art-224-pos,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-224-pos::skillops_ablation,ext-art-224-pos,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-224-neg::original_freeform,ext-art-224-neg,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
